date,open,high,low,close,volume,change,changePercent,symbol,currency
2023-08-11,29424.04,29557.0,29208.1,29400.45,10195168197,-23.59,-0.08017254,BTCUSD,USD
2023-08-10,29597.0,29745.0,29306.0,29424.03,11865344789,-172.97,-0.58442,BTCUSD,USD
2023-08-09,29766.6,30170.0,29344.16,29562.76,18379521213,-203.84,-0.68479,BTCUSD,USD
2023-08-08,29179.0,30284.0,29104.65,29770.01,17570561357,591.01,2.03,BTCUSD,USD
2023-08-07,29040.01,29289.0,28628.9,29179.21,13618163710,139.2,0.47934,BTCUSD,USD
2023-08-06,29047.39,29198.0,28952.1,29040.01,7269806994,-7.38,-0.02540676,BTCUSD,USD
2023-08-05,29073.0,29153.0,28946.17,29047.1,6598366353,-25.9,-0.08908609,BTCUSD,USD
2023-08-04,29187.2,29337.0,28747.1,29076.48,12036639988,-110.72,-0.37934,BTCUSD,USD
2023-08-03,29152.3,29442.0,28938.93,29174.18,12780357746,21.88,0.07505411,BTCUSD,USD
2023-08-02,29733.0,30076.0,28903.79,29164.22,19212655598,-568.78,-1.91,BTCUSD,USD
2023-08-01,29227.6,29755.0,28477.0,29696.61,18272392391,469.01,1.6,BTCUSD,USD
2023-07-31,29280.06,29560.0,29102.65,29230.67,11656781982,-49.39,-0.16868,BTCUSD,USD
2023-07-30,29360.5,29488.0,29033.0,29281.39,8678454527,-79.11,-0.26944,BTCUSD,USD
2023-07-29,29316.15,29444.0,29253.44,29355.71,6481775959,39.56,0.13494,BTCUSD,USD
2023-07-28,29214.93,29578.0,29112.8,29316.12,11218474952,101.19,0.34636,BTCUSD,USD
2023-07-27,29336.1,29601.0,29071.7,29214.92,10770779217,-121.18,-0.41307,BTCUSD,USD
2023-07-26,29225.11,29721.0,29089.54,29353.23,13497554655,128.12,0.43839,BTCUSD,USD
2023-07-25,29176.98,29404.0,29046.0,29225.14,10266772793,48.16,0.16506,BTCUSD,USD
2023-07-24,30082.4,30125.0,28850.0,29176.98,15395817395,-905.42,-3.01,BTCUSD,USD
2023-07-23,29766.7,30380.0,29733.55,30081.61,9220145050,314.91,1.06,BTCUSD,USD
2023-07-22,29907.15,30035.0,29626.86,29821.0,7873300598,-86.15,-0.28806,BTCUSD,USD
2023-07-21,29797.9,30091.0,29720.3,29940.0,10972789818,142.1,0.47688,BTCUSD,USD
2023-07-20,29912.7,30438.0,29564.19,29809.13,14655207121,-103.57,-0.34624,BTCUSD,USD
2023-07-19,29861.92,30221.0,29757.44,29916.72,12128602812,54.8,0.18351,BTCUSD,USD
2023-07-18,30143.1,30269.0,29500.0,29861.95,13138897269,-281.15,-0.93272,BTCUSD,USD
2023-07-17,30239.3,30353.0,29668.58,30143.08,13240156074,-96.22,-0.3182,BTCUSD,USD
2023-07-16,30316.0,30484.0,30069.0,30247.64,8516564470,-68.36,-0.22549,BTCUSD,USD
2023-07-15,30327.47,30419.0,30254.67,30301.65,8011667756,-25.82,-0.08513734,BTCUSD,USD
2023-07-14,31474.1,31663.0,29920.31,30330.52,20917902660,-1143.58,-3.63,BTCUSD,USD
2023-07-13,30383.26,31862.21,30217.1,31471.83,23686079548,1088.57,3.58,BTCUSD,USD
2023-07-12,30623.9,31000.0,30200.0,30381.82,14805659717,-242.08,-0.79049,BTCUSD,USD
2023-07-11,30419.89,30836.0,30304.45,30626.55,12151839152,206.66,0.67936,BTCUSD,USD
2023-07-10,30163.76,31060.0,29955.0,30419.89,14828209155,256.13,0.84913,BTCUSD,USD
2023-07-09,30294.3,30474.0,30066.95,30168.38,7903327692,-125.92,-0.41566,BTCUSD,USD
2023-07-08,30339.1,30406.0,30047.78,30291.69,7509378699,-47.41,-0.15627,BTCUSD,USD
2023-07-07,29929.0,30469.0,29699.0,30352.08,13384770155,423.08,1.41,BTCUSD,USD
2023-07-06,30499.27,31631.0,29850.0,29899.38,21129219509,-599.89,-1.97,BTCUSD,USD
2023-07-05,30781.9,30898.0,30160.4,30499.27,12481622280,-282.63,-0.91817,BTCUSD,USD
2023-07-04,31145.0,31347.0,30622.6,30771.25,12810828427,-373.75,-1.2,BTCUSD,USD
2023-07-03,30622.7,31416.0,30569.0,31161.8,15271884873,539.1,1.76,BTCUSD,USD
2023-07-02,30591.7,30830.0,30165.39,30613.51,10533418042,21.81,0.07129385,BTCUSD,USD
2023-07-01,30475.0,30689.0,30312.8,30587.21,9086606733,112.21,0.3682,BTCUSD,USD
2023-06-30,30445.67,31300.0,29375.6,30466.72,26387306197,21.05,0.06913955,BTCUSD,USD
2023-06-29,30070.46,30849.0,30036.18,30450.6,13180860821,380.14,1.26,BTCUSD,USD
2023-06-28,30696.06,30731.0,29834.2,30074.94,14571500779,-621.12,-2.02,BTCUSD,USD
2023-06-27,30272.24,31020.54,30223.6,30697.38,16428827944,425.14,1.4,BTCUSD,USD
2023-06-26,30480.24,30685.0,29900.0,30264.2,16493186997,-216.04,-0.70879,BTCUSD,USD
2023-06-25,30547.3,31070.0,30250.0,30480.24,12703464114,-67.06,-0.21953,BTCUSD,USD
2023-06-24,30687.7,30820.0,30254.6,30547.18,12147822496,-140.52,-0.4579,BTCUSD,USD
2023-06-23,29886.25,31443.67,29802.65,30707.61,24115570085,821.36,2.75,BTCUSD,USD
2023-06-22,29999.9,30527.0,29539.57,29886.29,20653160491,-113.61,-0.3787,BTCUSD,USD
2023-06-21,28327.53,30801.0,28271.67,29995.18,33346760979,1667.65,5.89,BTCUSD,USD
2023-06-20,26858.0,28417.11,26637.41,28320.43,22211859147,1462.43,5.45,BTCUSD,USD
2023-06-19,26336.46,27075.0,26250.0,26837.78,12826986222,501.32,1.9,BTCUSD,USD
2023-06-18,26507.97,26729.0,26245.27,26336.46,9565695129,-171.51,-0.64701,BTCUSD,USD
2023-06-17,26329.6,26857.0,26165.98,26506.56,11090276850,176.96,0.6721,BTCUSD,USD
2023-06-16,25569.99,26570.0,25140.0,26329.6,16324646965,759.61,2.97,BTCUSD,USD
2023-06-15,25124.0,25766.0,24750.0,25569.99,15837384409,445.99,1.78,BTCUSD,USD
2023-06-14,25928.58,26113.0,24818.0,25124.69,14265717766,-803.89,-3.1,BTCUSD,USD
2023-06-13,25927.0,26455.0,25710.78,25930.23,14143474486,3.23,0.01245806,BTCUSD,USD
2023-06-12,25936.97,26125.0,25616.98,25905.82,11677889997,-31.15,-0.1201,BTCUSD,USD
2023-06-11,25856.1,26233.0,25648.0,25937.02,10732609603,80.92,0.31296,BTCUSD,USD
2023-06-10,26481.98,26556.0,25385.52,25856.1,19872933189,-625.88,-2.36,BTCUSD,USD
2023-06-09,26505.71,26804.0,26275.4,26482.81,11015551640,-22.9,-0.08639648,BTCUSD,USD
2023-06-08,26347.09,26845.0,26212.63,26506.7,11904824295,159.61,0.6058,BTCUSD,USD
2023-06-07,27243.45,27402.79,26121.06,26346.41,19530045082,-897.04,-3.29,BTCUSD,USD
2023-06-06,25742.0,27368.67,25331.0,27243.63,21929670693,1501.63,5.83,BTCUSD,USD
2023-06-05,27121.57,27137.75,25391.0,25740.44,21513292646,-1381.13,-5.09,BTCUSD,USD
2023-06-04,27078.27,27489.0,26958.98,27126.0,9360912318,47.73,0.17627,BTCUSD,USD
2023-06-03,27252.67,27344.6,26923.35,27077.6,8385597470,-175.07,-0.6424,BTCUSD,USD
2023-06-02,26832.0,27312.2,26500.1,27250.69,14837415000,418.69,1.56,BTCUSD,USD
2023-06-01,27215.1,27360.31,26571.5,26828.42,14678970415,-386.68,-1.42,BTCUSD,USD
2023-05-31,27700.68,27856.0,26841.3,27223.08,15656371534,-477.6,-1.72,BTCUSD,USD
2023-05-30,27744.8,28069.0,27555.0,27699.2,13251081851,-45.6,-0.16436,BTCUSD,USD
2023-05-29,28071.91,28475.0,27534.81,27744.82,15181308984,-327.09,-1.17,BTCUSD,USD
2023-05-28,26873.7,28277.56,26780.11,28070.04,14545229578,1196.34,4.45,BTCUSD,USD
2023-05-27,26711.09,26943.6,26554.8,26873.7,7892015141,162.61,0.60877,BTCUSD,USD
2023-05-26,26479.15,26950.0,26334.33,26736.0,12711619225,256.85,0.97001,BTCUSD,USD
2023-05-25,26321.42,26644.0,25864.35,26479.06,13851122697,157.64,0.5989,BTCUSD,USD
2023-05-24,27222.86,27239.0,26067.0,26321.4,16299104428,-901.46,-3.31,BTCUSD,USD
2023-05-23,26854.09,27543.0,26803.46,27221.5,13697203143,367.41,1.37,BTCUSD,USD
2023-05-22,26749.5,27130.0,26512.4,26854.73,11056770492,105.23,0.39339,BTCUSD,USD
2023-05-21,27111.1,27297.0,26667.4,26752.65,8647416921,-358.45,-1.32,BTCUSD,USD
2023-05-20,26890.27,27178.99,26834.2,27113.61,7044911360,223.34,0.83056,BTCUSD,USD
2023-05-19,26819.0,27219.0,26632.73,26890.27,11258983301,71.27,0.26574,BTCUSD,USD
2023-05-18,27402.3,27506.0,26345.0,26817.9,15222938600,-584.4,-2.13,BTCUSD,USD
2023-05-17,27037.72,27532.0,26543.87,27407.77,15140006925,370.05,1.37,BTCUSD,USD
2023-05-16,27166.2,27313.0,26850.1,27037.68,12732238816,-128.52,-0.47309,BTCUSD,USD
2023-05-15,26929.98,27678.73,26727.8,27171.13,14413231792,241.15,0.89547,BTCUSD,USD
2023-05-14,26788.4,27221.51,26581.52,26929.98,10014858959,141.58,0.52851,BTCUSD,USD
2023-05-13,26800.0,27105.5,26700.0,26786.3,9999171605,-13.7,-0.0511194,BTCUSD,USD
2023-05-12,26986.79,27125.0,25810.0,26810.53,19313599897,-176.26,-0.65313,BTCUSD,USD
2023-05-11,27621.5,27654.0,26702.0,26986.56,16724343943,-634.94,-2.3,BTCUSD,USD
2023-05-10,27647.3,28340.0,26792.9,27624.01,20656025026,-23.29,-0.08423969,BTCUSD,USD
2023-05-09,27693.24,27846.0,27367.01,27635.0,14128593256,-58.24,-0.2103,BTCUSD,USD
2023-05-08,28472.68,28686.0,27279.66,27695.06,19122903752,-777.62,-2.73,BTCUSD,USD
2023-05-07,28898.86,29191.8,28429.12,28468.0,11301355486,-430.86,-1.49,BTCUSD,USD
2023-05-06,29538.87,29868.1,28338.0,28902.67,15913866714,-636.2,-2.15,BTCUSD,USD
2023-05-05,28859.31,29706.57,28810.0,29537.48,17936566518,678.17,2.35,BTCUSD,USD
2023-05-04,29039.36,29412.0,28674.58,28857.23,15548678514,-182.13,-0.62718,BTCUSD,USD
2023-05-03,28683.41,29282.0,28122.0,29038.75,19122972518,355.34,1.24,BTCUSD,USD
2023-05-02,28101.0,28937.5,27871.44,28684.4,16432924527,583.4,2.08,BTCUSD,USD
2023-05-01,29245.3,29348.6,27643.2,28077.26,18655599976,-1168.04,-3.99,BTCUSD,USD
2023-04-30,29249.24,29975.0,29095.92,29254.0,14652199272,4.76,0.01627393,BTCUSD,USD
2023-04-29,29339.47,29470.0,29015.0,29249.35,10662634333,-90.12,-0.30716,BTCUSD,USD
2023-04-28,29486.98,29606.45,28900.0,29338.63,17544464887,-148.35,-0.5031,BTCUSD,USD
2023-04-27,28430.21,29900.0,28387.07,29483.72,27153445027,1053.51,3.71,BTCUSD,USD
2023-04-26,28300.9,30050.66,27230.77,28426.08,31854242019,125.18,0.44232,BTCUSD,USD
2023-04-25,27513.85,28400.0,27189.0,28304.42,17733373139,790.57,2.87,BTCUSD,USD
2023-04-24,27592.33,28007.0,26965.14,27515.05,17703288330,-77.28,-0.28008,BTCUSD,USD
2023-04-23,27820.99,27827.0,27333.0,27592.98,12785446832,-228.01,-0.81956,BTCUSD,USD
2023-04-22,27252.01,27892.2,27133.0,27821.41,13125734602,569.4,2.09,BTCUSD,USD
2023-04-21,28248.18,28381.0,27133.0,27264.3,20759504330,-983.88,-3.48,BTCUSD,USD
2023-04-20,28809.0,29102.69,27991.32,28248.18,21340360360,-560.82,-1.95,BTCUSD,USD
2023-04-19,30392.0,30430.72,28577.0,28809.72,24571565421,-1582.28,-5.21,BTCUSD,USD
2023-04-18,29449.91,30527.0,29103.89,30393.4,19480529496,943.49,3.2,BTCUSD,USD
2023-04-17,30316.1,30340.21,29251.71,29449.91,17872186762,-866.19,-2.86,BTCUSD,USD
2023-04-16,30325.07,30623.0,30103.0,30326.09,12854816417,1.02,0.00336355,BTCUSD,USD
2023-04-15,30492.91,30624.1,30192.0,30324.11,11940685378,-168.8,-0.55357,BTCUSD,USD
2023-04-14,30385.0,31050.0,30000.0,30492.92,22659995079,107.92,0.35518,BTCUSD,USD
2023-04-13,29912.18,30650.8,29867.0,30410.28,17487721001,498.1,1.67,BTCUSD,USD
2023-04-12,30227.18,30517.0,29645.8,29912.2,18651929926,-314.98,-1.04,BTCUSD,USD
2023-04-11,29654.9,30586.0,29579.0,30227.19,20121259843,572.29,1.93,BTCUSD,USD
2023-04-10,28342.28,29800.0,28136.0,29658.7,19282400094,1316.42,4.64,BTCUSD,USD
2023-04-09,27958.19,28548.7,27767.0,28341.0,12175322951,382.81,1.37,BTCUSD,USD
2023-04-08,27923.0,28175.89,27833.0,27958.8,9373255556,35.8,0.12821,BTCUSD,USD
2023-04-07,28052.74,28120.71,27755.0,27931.94,10861680497,-120.8,-0.43062,BTCUSD,USD
2023-04-06,28152.0,28199.11,27700.0,28053.46,13837809380,-98.54,-0.35003,BTCUSD,USD
2023-04-05,28178.66,28801.0,27813.1,28175.37,17052315986,-3.29,-0.0116755,BTCUSD,USD
2023-04-04,27809.55,28450.0,27668.8,28179.64,15284538859,370.09,1.33,BTCUSD,USD
2023-04-03,28188.34,28525.0,27212.7,27800.7,19556501327,-387.64,-1.38,BTCUSD,USD
2023-04-02,28471.03,28544.21,27839.0,28188.34,12284641999,-282.69,-0.9929,BTCUSD,USD
2023-04-01,28468.2,28826.45,28201.0,28471.46,10876469901,3.26,0.01145137,BTCUSD,USD
2023-03-31,28034.76,28651.0,27504.0,28474.4,19001327598,439.64,1.57,BTCUSD,USD
2023-03-30,28359.55,29190.04,27677.0,28035.46,22435349951,-324.09,-1.14,BTCUSD,USD
2023-03-29,27274.8,28654.06,27253.0,28359.54,20684945906,1084.74,3.98,BTCUSD,USD
2023-03-28,27142.85,27529.0,26600.0,27274.15,17783600385,131.3,0.48374,BTCUSD,USD
2023-03-27,27995.27,28053.26,26491.9,27142.87,18188895178,-852.4,-3.04,BTCUSD,USD
2023-03-26,27489.56,28240.4,27438.0,27992.9,13878363192,503.34,1.83,BTCUSD,USD
2023-03-25,27489.25,27829.7,27163.9,27488.18,13383005987,-1.07,-0.00389243,BTCUSD,USD
2023-03-24,28352.95,28433.34,27000.0,27488.52,25980310960,-864.43,-3.05,BTCUSD,USD
2023-03-23,27324.05,28839.68,27094.0,28352.94,24220433689,1028.89,3.77,BTCUSD,USD
2023-03-22,28201.22,28937.73,26591.0,27300.0,33382021890,-901.22,-3.2,BTCUSD,USD
2023-03-21,27822.85,28605.32,27312.0,28201.24,36102192830,378.39,1.36,BTCUSD,USD
2023-03-20,28058.15,28590.6,27130.0,27823.32,44774027664,-234.83,-0.83694,BTCUSD,USD
2023-03-19,26980.35,28478.0,26838.0,28053.52,37769448859,1073.17,3.98,BTCUSD,USD
2023-03-18,27453.75,27795.0,26547.0,26980.35,35723036817,-473.4,-1.72,BTCUSD,USD
2023-03-17,25052.11,27839.2,24946.86,27453.61,50730261335,2401.5,9.59,BTCUSD,USD
2023-03-16,24377.14,25235.28,24186.0,25051.85,33866061747,674.71,2.77,BTCUSD,USD
2023-03-15,24730.0,25324.0,23913.3,24377.16,43655701450,-352.84,-1.43,BTCUSD,USD
2023-03-14,24188.0,26553.9,24051.0,24762.66,54622230164,574.66,2.38,BTCUSD,USD
2023-03-13,22216.02,24710.0,21867.8,24220.0,49466362688,2003.98,9.02,BTCUSD,USD
2023-03-12,20619.34,22299.9,20357.0,22219.08,29279035521,1599.74,7.76,BTCUSD,USD
2023-03-11,20230.07,20964.5,19863.0,20619.34,30180288176,389.27,1.92,BTCUSD,USD
2023-03-10,20366.97,20382.0,19549.9,20230.08,39578257695,-136.89,-0.67212,BTCUSD,USD
2023-03-09,21712.0,21836.0,20042.3,20367.01,30364664171,-1344.99,-6.19,BTCUSD,USD
2023-03-08,22194.8,22291.0,21580.84,21698.37,22536575684,-496.43,-2.24,BTCUSD,USD
2023-03-07,22410.13,22557.03,21904.3,22198.48,22765452204,-211.65,-0.94444,BTCUSD,USD
2023-03-06,22431.99,22600.0,22264.73,22409.93,17353192895,-22.06,-0.0983417,BTCUSD,USD
2023-03-05,22349.74,22667.2,22195.13,22432.69,13317001733,82.95,0.37115,BTCUSD,USD
2023-03-04,22362.0,22409.82,22150.71,22350.81,11166012913,-11.19,-0.05004025,BTCUSD,USD
2023-03-03,23468.79,23482.0,21910.0,22358.18,26062404610,-1110.61,-4.73,BTCUSD,USD
2023-03-02,23632.12,23808.0,23196.09,23468.29,20386398516,-163.83,-0.69325,BTCUSD,USD
2023-03-01,23133.2,24009.0,23025.17,23646.0,24662841200,512.8,2.22,BTCUSD,USD
2023-02-28,23489.12,23615.0,23027.24,23133.2,20535363434,-355.92,-1.52,BTCUSD,USD
2023-02-27,23556.83,23895.51,23108.4,23489.51,22660763494,-67.32,-0.28578,BTCUSD,USD
2023-02-26,23160.63,23689.77,23052.78,23556.83,16644534842,396.2,1.71,BTCUSD,USD
2023-02-25,23186.88,23224.9,22716.47,23159.71,16100721565,-27.17,-0.11718,BTCUSD,USD
2023-02-24,23945.31,24150.0,22520.0,23186.88,26811744928,-758.43,-3.17,BTCUSD,USD
2023-02-23,24185.13,24602.8,23612.59,23943.32,30476264066,-241.81,-0.99983,BTCUSD,USD
2023-02-22,24462.0,24485.0,23578.0,24184.44,30199996781,-277.56,-1.13,BTCUSD,USD
2023-02-21,24844.21,25288.88,24153.96,24454.43,31252098714,-389.78,-1.57,BTCUSD,USD
2023-02-20,24278.47,25128.11,23841.08,24844.96,28987376573,566.49,2.33,BTCUSD,USD
2023-02-19,24635.85,25209.0,24178.3,24281.31,25555105670,-354.54,-1.44,BTCUSD,USD
2023-02-18,24577.59,24879.33,24407.67,24636.23,19625427158,58.64,0.23859,BTCUSD,USD
2023-02-17,23525.0,25025.0,23340.4,24577.6,41358451255,1052.6,4.47,BTCUSD,USD
2023-02-16,24325.0,25275.7,23500.0,23521.5,39316664596,-803.5,-3.3,BTCUSD,USD
2023-02-15,22206.26,24393.0,22038.5,24329.04,32483312909,2122.78,9.56,BTCUSD,USD
2023-02-14,21789.0,22339.0,21505.0,22206.27,26792596581,417.27,1.92,BTCUSD,USD
2023-02-13,21793.0,21905.0,21354.0,21789.14,23918742607,-3.86,-0.01771211,BTCUSD,USD
2023-02-12,21863.73,22099.9,21631.0,21789.8,17821046406,-73.93,-0.33814,BTCUSD,USD
2023-02-11,21638.2,21909.8,21605.35,21863.73,16356226232,225.53,1.04,BTCUSD,USD
2023-02-10,21800.62,21942.41,21467.43,21628.97,27078406594,-171.65,-0.78736,BTCUSD,USD
2023-02-09,22962.73,23011.18,21700.0,21800.63,32572572185,-1162.1,-5.06,BTCUSD,USD
2023-02-08,23244.64,23451.01,22669.09,22964.38,25371367758,-280.26,-1.21,BTCUSD,USD
2023-02-07,22763.42,23350.0,22742.0,23244.67,27187964471,481.25,2.11,BTCUSD,USD
2023-02-06,22936.34,23163.05,22599.9,22764.07,23825006542,-172.27,-0.75108,BTCUSD,USD
2023-02-05,23329.47,23433.2,22758.01,22936.34,19564262605,-393.13,-1.69,BTCUSD,USD
2023-02-04,23433.48,23589.8,23248.0,23327.3,15639298538,-106.18,-0.45311,BTCUSD,USD
2023-02-03,23497.29,23722.0,23208.01,23433.22,27083066007,-64.07,-0.27267,BTCUSD,USD
2023-02-02,23735.3,24282.1,23367.87,23493.84,32066936882,-241.46,-1.02,BTCUSD,USD
2023-02-01,23127.15,23814.0,22753.6,23732.6,26683255504,605.45,2.62,BTCUSD,USD
2023-01-31,22836.04,23317.9,22719.68,23128.86,22837828665,292.82,1.28,BTCUSD,USD
2023-01-30,23744.34,23802.99,22500.0,22836.03,27205595568,-908.31,-3.83,BTCUSD,USD
2023-01-29,23029.56,23966.0,22974.75,23745.8,27423687259,716.24,3.11,BTCUSD,USD
2023-01-28,23084.38,23196.99,22876.0,23028.95,14712928379,-55.43,-0.24012,BTCUSD,USD
2023-01-27,23011.37,23511.9,22492.8,23084.4,25383335641,73.03,0.31736,BTCUSD,USD
2023-01-26,23054.0,23293.3,22853.0,23010.47,26357839322,-43.53,-0.18882,BTCUSD,USD
2023-01-25,22636.0,23829.3,22320.0,23062.36,30685366709,426.36,1.88,BTCUSD,USD
2023-01-24,22920.67,23165.56,22437.0,22633.8,26405069715,-286.87,-1.25,BTCUSD,USD
2023-01-23,22714.81,23180.55,22497.0,22920.29,26518700512,205.48,0.90461,BTCUSD,USD
2023-01-22,22789.34,23108.5,22298.15,22714.87,24746386230,-74.47,-0.32678,BTCUSD,USD
2023-01-21,22670.0,23428.6,22427.0,22789.37,32442278429,119.37,0.52655,BTCUSD,USD
2023-01-20,21084.05,22754.73,20856.0,22669.81,28799154319,1585.76,7.52,BTCUSD,USD
2023-01-19,20674.03,21207.0,20656.52,21084.22,21152848261,410.19,1.98,BTCUSD,USD
2023-01-18,21135.01,21650.21,20370.01,20674.29,30005625418,-460.72,-2.18,BTCUSD,USD
2023-01-17,21191.79,21679.1,20844.73,21136.33,24999983362,-55.46,-0.26171,BTCUSD,USD
2023-01-16,20879.67,21484.9,20611.45,21197.0,26792494050,317.33,1.52,BTCUSD,USD
2023-01-15,20956.2,21066.9,20527.3,20879.7,19298407543,-76.5,-0.36505,BTCUSD,USD
2023-01-14,19934.07,21400.0,19893.25,20957.02,38967784639,1022.95,5.13,BTCUSD,USD
2023-01-13,18847.77,20000.0,18714.8,19934.88,29225029694,1087.11,5.77,BTCUSD,USD
2023-01-12,17953.0,19115.85,17866.0,18847.74,34971338710,894.74,4.98,BTCUSD,USD
2023-01-11,17443.5,18009.0,17308.8,17944.27,18372283782,500.77,2.87,BTCUSD,USD
2023-01-10,17177.94,17506.0,17145.1,17443.46,15808338949,265.52,1.55,BTCUSD,USD
2023-01-09,17141.0,17400.0,17102.97,17177.98,18624736866,36.98,0.21574,BTCUSD,USD
2023-01-08,16945.1,17181.0,16910.41,17125.18,9768827914,180.08,1.06,BTCUSD,USD
2023-01-07,16951.1,16990.0,16903.58,16942.37,7714767174,-8.73,-0.05150108,BTCUSD,USD
2023-01-06,16825.7,17200.0,16670.82,16948.06,14413662913,122.36,0.72722,BTCUSD,USD
2023-01-05,16849.3,16888.0,16750.07,16825.69,13692758566,-23.61,-0.14012,BTCUSD,USD
2023-01-04,16669.7,17008.0,16645.87,16844.42,18421743322,174.72,1.05,BTCUSD,USD
2023-01-03,16668.3,16810.0,16599.6,16669.47,13903079207,1.17,0.00701931,BTCUSD,USD
2023-01-02,16615.0,16803.0,16542.52,16666.95,12097775227,51.95,0.31267,BTCUSD,USD
2023-01-01,16532.0,16644.0,16490.0,16611.58,9244361700,79.58,0.48137,BTCUSD,USD
2022-12-31,16600.0,16664.0,16462.49,16530.35,11239186456,-69.65,-0.41958,BTCUSD,USD
2022-12-30,16628.9,16683.9,16325.2,16600.1,15929162910,-28.8,-0.17319,BTCUSD,USD
2022-12-29,16541.6,16675.0,16479.5,16628.8,14472237479,87.2,0.52716,BTCUSD,USD
2022-12-28,16698.0,16797.0,16444.0,16539.66,17005713920,-158.34,-0.94826,BTCUSD,USD
2022-12-27,16914.5,16987.0,16585.97,16698.39,15748580239,-216.11,-1.28,BTCUSD,USD
2022-12-26,16824.9,16963.0,16787.97,16917.96,11886957804,93.06,0.55311,BTCUSD,USD
2022-12-25,16836.7,16874.0,16720.89,16829.02,11656379938,-7.68,-0.04561464,BTCUSD,USD
2022-12-24,16777.91,16891.0,16775.88,16837.12,9744636213,59.21,0.3529,BTCUSD,USD
2022-12-23,16815.28,16966.0,16719.57,16777.21,15329265213,-38.07,-0.2264,BTCUSD,USD
2022-12-22,16825.18,16873.0,16560.84,16815.5,16441573050,-9.68,-0.05753282,BTCUSD,USD
2022-12-21,16896.17,16934.0,16725.78,16826.56,14882945045,-69.61,-0.41199,BTCUSD,USD
2022-12-20,16441.4,17067.8,16398.22,16897.65,22722096615,456.25,2.78,BTCUSD,USD
2022-12-19,16742.33,16825.0,16260.2,16440.26,17221074814,-302.07,-1.8,BTCUSD,USD
2022-12-18,16782.23,16875.0,16663.76,16755.0,10924354698,-27.23,-0.16225,BTCUSD,USD
2022-12-17,16634.29,16811.0,16576.6,16781.66,14463581825,147.37,0.88594,BTCUSD,USD
2022-12-16,17359.16,17544.0,16529.53,16632.64,24031608960,-726.52,-4.19,BTCUSD,USD
2022-12-15,17805.36,17867.0,17261.4,17359.15,20964448341,-446.21,-2.51,BTCUSD,USD
2022-12-14,17772.98,18391.0,17657.4,17804.98,25534481470,32.0,0.18005,BTCUSD,USD
2022-12-13,17212.9,18070.0,17089.17,17773.18,26634741631,560.28,3.26,BTCUSD,USD
2022-12-12,17088.2,17263.0,16875.83,17211.66,19617581341,123.46,0.72249,BTCUSD,USD
2022-12-11,17128.1,17503.0,17070.4,17085.21,14122486832,-42.89,-0.25041,BTCUSD,USD
2022-12-10,17131.3,17240.0,17093.42,17128.1,12706781969,-3.2,-0.01867926,BTCUSD,USD
2022-12-09,17226.03,17366.2,17053.0,17130.59,20328426366,-95.44,-0.55405,BTCUSD,USD
2022-12-08,16838.14,17323.0,16735.9,17226.02,20496603770,387.88,2.3,BTCUSD,USD
2022-12-07,17095.0,17156.0,16679.52,16840.0,19675404389,-255.0,-1.49,BTCUSD,USD
2022-12-06,16966.05,17111.35,16904.04,17089.05,19889922369,123.0,0.72498,BTCUSD,USD
2022-12-05,17109.56,17440.0,16865.22,16966.05,22209086834,-143.51,-0.83877,BTCUSD,USD
2022-12-04,16889.17,17210.0,16882.86,17108.9,16824520830,219.73,1.3,BTCUSD,USD
2022-12-03,17091.0,17171.7,16863.58,16888.53,16217776704,-202.47,-1.18,BTCUSD,USD
2022-12-02,16980.07,17108.25,16784.2,17094.25,19539705127,114.18,0.67244,BTCUSD,USD
2022-12-01,17181.0,17335.0,16855.0,16980.08,22895392882,-200.92,-1.17,BTCUSD,USD
2022-11-30,16437.94,17297.0,16420.2,17167.32,29523576583,729.38,4.44,BTCUSD,USD
2022-11-29,16206.23,16545.0,16092.53,16438.0,23581685468,231.77,1.43,BTCUSD,USD
2022-11-28,16420.2,16487.0,15992.64,16206.3,27743025156,-213.9,-1.3,BTCUSD,USD
2022-11-27,16450.32,16603.0,16395.0,16419.88,20443898509,-30.44,-0.18504,BTCUSD,USD
2022-11-26,16510.9,16697.0,16376.1,16449.67,18000008764,-61.23,-0.37085,BTCUSD,USD
2022-11-25,16587.61,16617.0,16333.0,16510.9,18678255976,-76.71,-0.46245,BTCUSD,USD
2022-11-24,16585.83,16804.0,16450.62,16587.6,26129037414,1.77,0.01067176,BTCUSD,USD
2022-11-23,16219.0,16700.0,16142.99,16587.0,32958875628,368.0,2.27,BTCUSD,USD
2022-11-22,15766.0,16294.5,15582.7,16199.71,30726828760,433.71,2.75,BTCUSD,USD
2022-11-21,16252.43,16305.0,15460.0,15759.72,37429485518,-492.71,-3.03,BTCUSD,USD
2022-11-20,16680.7,16742.0,16154.65,16252.53,21313378652,-428.17,-2.57,BTCUSD,USD
2022-11-19,16678.78,16811.0,16534.83,16683.02,16106223492,4.24,0.02542152,BTCUSD,USD
2022-11-18,16681.06,16984.08,16526.28,16680.59,26862218609,-0.47,-0.00281757,BTCUSD,USD
2022-11-17,16646.58,16742.3,16396.0,16680.47,27868914022,33.89,0.20359,BTCUSD,USD
2022-11-16,16879.37,17002.0,16347.0,16645.24,33925512989,-234.13,-1.39,BTCUSD,USD
2022-11-15,16588.41,17132.0,16502.85,16877.93,36599436183,289.52,1.75,BTCUSD,USD
